latitude,longitude,timestamp,magnitude
62.1367,-152.1119,8/3/2016 13:49,1.7
63.5621,-150.7797,8/3/2016 13:51,1.2
38.2565,-118.7332,8/3/2016 13:59,0.1
64.4991,-152.7641,8/3/2016 14:19,1.1
66.2984,-141.4104,8/3/2016 14:20,0.9
63.4638,-147.8433,8/3/2016 14:20,0.7
62.154,-150.0331,8/3/2016 14:37,0.9
38.7466667,-122.7225,8/3/2016 14:40,1.27
17.8717,-65.691,8/3/2016 14:43,1.9
18.1685,-67.3,8/3/2016 14:46,2.3
56.8547,-154.9645,8/3/2016 14:47,2.4
51.2838,-176.4202,8/3/2016 14:49,1.5
36.8933333,-121.6213333,8/3/2016 14:55,1.76
46.0208333,-112.4528333,8/3/2016 15:02,1.37
46.0136667,-122.8833333,8/3/2016 15:13,1.55
51.5296,-176.029,8/3/2016 15:27,1.1
51.6088,-175.5541,8/3/2016 15:34,1.1
61.0734,-150.3976,8/3/2016 15:34,1.1
60.9384,-150.6841,8/3/2016 15:42,1.5
36.9173,-117.6653,8/3/2016 15:43,0.5
43.5161667,-110.4413333,8/3/2016 15:46,1.82
33.6055,-116.675,8/3/2016 15:49,0.41
38.8113333,-122.8211667,8/3/2016 15:50,1.28
37.537,-118.8246667,8/3/2016 15:57,0.72
33.7665,-115.9101667,8/3/2016 16:01,1.19
33.7635,-115.9023333,8/3/2016 16:03,1
52.1016,-174.2688,8/3/2016 16:07,2.6
59.7879,-152.5172,8/3/2016 16:17,1.6
33.766,-115.9076667,8/3/2016 16:29,1.07
33.7611667,-115.9066667,8/3/2016 16:29,1.1
61.4075,-150.9117,8/3/2016 16:34,2.4
63.4035,-147.4212,8/3/2016 16:48,0.8
51.6314,-177.1621,8/3/2016 16:49,0.7
51.8369,178.4578,8/3/2016 16:52,1.9
38.836834,-122.7958298,8/3/2016 17:18,0.95
-22.855,-68.714,8/3/2016 17:26,4
59.0153,-152.8602,8/3/2016 17:31,1.6
61.5468,-150.5485,8/3/2016 17:35,1.2
33.254,-116.3976667,8/3/2016 17:38,0.8
47.6693333,-121.9615,8/3/2016 17:43,1.32
51.4854,179.4122,8/3/2016 17:50,1.1
37.4206667,-113.1266667,8/3/2016 18:04,0.74
36.4283,-116.9522,8/3/2016 18:05,0.1
64.3932,-146.992,8/3/2016 18:08,0.2
45.0776667,-111.7353333,8/3/2016 18:11,1.05
64.4974,-147.9134,8/3/2016 18:15,0.4
33.5235,-116.7331667,8/3/2016 18:19,0.65
58.8145,-152.7472,8/3/2016 18:21,1.6
64.6614,-149.8895,8/3/2016 18:24,1
-13.2841,-74.6778,8/3/2016 18:35,4.6
-17.638,-178.8027,8/3/2016 18:39,4.2
47.6248333,-122.4031667,8/3/2016 18:41,1.3
19.384,-155.32,8/3/2016 18:42,0.8
59.7225,-152.5124,8/3/2016 18:46,1.5
18.8507,-64.3399,8/3/2016 18:50,2.4
61.1645,-152.2261,8/3/2016 18:51,1.1
52.7588,-168.2193,8/3/2016 18:58,1.8
33.6071667,-117.1475,8/3/2016 19:05,0.62
59.8442,-152.8763,8/3/2016 19:06,2.5
69.2682,-145.9506,8/3/2016 19:06,1.4
38.7943344,-122.7803345,8/3/2016 19:19,0.89
63.2241,-149.3175,8/3/2016 19:25,1.1
64.9886,-147.3406,8/3/2016 19:28,1.3
56.0723,110.6443,8/3/2016 19:28,4.4
39.2894,-115.2106,8/3/2016 19:30,2.8
62.9558,-149.4496,8/3/2016 19:45,1.2
52.1406,-176.1671,8/3/2016 19:50,2.1
50.994,-179.7973,8/3/2016 19:52,1.8
-18.049,-178.1246,8/3/2016 19:52,4.4
37.6058333,-118.921,8/3/2016 19:55,0.51
62.6739,-149.373,8/3/2016 19:57,0.9
64.9445,-138.9717,8/3/2016 20:03,1.6
60.1442,-139.553,8/3/2016 20:09,1.1
51.4562,-173.7246,8/3/2016 20:16,4
54.7086,-161.6911,8/3/2016 20:26,2
19.047,-64.5652,8/3/2016 20:32,2.3
-21.3395,-66.6236,8/3/2016 20:39,4.4
61.1221,-147.3106,8/3/2016 20:45,1.6
61.0784,-150.2403,8/3/2016 20:49,1.7
38.6521,-119.4029,8/3/2016 20:59,1.3
38.6442,-119.4092,8/3/2016 21:02,1.1
46.1941667,-122.189,8/3/2016 21:17,0.67
62.6705,-152.3145,8/3/2016 21:18,1.1
38.8204994,-122.824501,8/3/2016 21:23,0.88
51.6087,179.5113,8/3/2016 21:39,1.4
34.0625,-117.2606667,8/3/2016 21:49,1.03
34.0626667,-117.2601667,8/3/2016 22:06,0.78
33.7695,-115.9075,8/3/2016 22:07,1.23
34.0616667,-117.2591667,8/3/2016 22:07,0.76
35.2511,69.1885,8/3/2016 22:20,4.6
33.5086667,-116.7581667,8/3/2016 22:24,1.29
33.7701667,-117.4433333,8/3/2016 22:28,0.88
43.5133333,-121.6975,8/3/2016 22:29,1.06
61.0275,-152.3874,8/3/2016 22:40,1.5
62.5024,-151.2313,8/3/2016 22:47,1
60.0496,-140.8298,8/3/2016 22:59,1.3
41.8762,-119.6287,8/3/2016 23:01,1.3
19.2095,-155.451,8/3/2016 23:03,1.86
34.0181667,-116.7688333,8/3/2016 23:10,1.32
61.701,-149.8222,8/3/2016 23:13,1.2
33.9018333,-116.8271667,8/3/2016 23:14,0.82
52.7208,-166.6369,8/3/2016 23:15,2.5
59.4724,-153.0069,8/3/2016 23:29,1.5
60.112,-150.4306,8/3/2016 23:56,1.7
33.7656667,-115.9076667,8/4/2016 0:01,0.95
63.0192,-147.918,8/4/2016 0:02,0.7
19.4065,-155.2768333,8/4/2016 0:03,1.74
38.7776667,-122.7548333,8/4/2016 0:18,2.96
62.4511,-150.5962,8/4/2016 0:18,1.2
38.7783318,-122.7559967,8/4/2016 0:19,1.15
38.8261681,-122.8450012,8/4/2016 0:22,0.69
64.7092,-147.4995,8/4/2016 0:22,1.2
38.7781677,-122.7559967,8/4/2016 0:27,0.99
56.0914,-155.9814,8/4/2016 0:29,2
67.9739,-157.8149,8/4/2016 0:33,1.8
19.1756667,-155.4651667,8/4/2016 0:38,1.77
51.9256,-172.6177,8/4/2016 0:39,2.7
37.1007,-117.9046,8/4/2016 0:44,0.8
33.632,-116.6795,8/4/2016 0:45,0.62
64.6501,-146.853,8/4/2016 0:48,0.2
40.7161667,-112.0605,8/4/2016 0:51,1.38
40.1538333,-120.2131667,8/4/2016 0:55,4.48
40.1546667,-120.2011667,8/4/2016 0:58,2.6
40.1506667,-120.2153333,8/4/2016 0:58,3.99
40.1423,-120.213,8/4/2016 1:00,2.2
63.3809,-151.8037,8/4/2016 1:02,0.8
40.1243333,-120.2336667,8/4/2016 1:02,1.58
40.1448,-120.2322,8/4/2016 1:03,1.1
40.1354,-120.2159,8/4/2016 1:04,1.2
40.1422,-120.211,8/4/2016 1:05,1
40.1334,-120.2079,8/4/2016 1:06,1
40.1382,-120.215,8/4/2016 1:06,1
40.1377,-120.215,8/4/2016 1:06,1
40.1378,-120.2205,8/4/2016 1:07,1
40.1281667,-120.2205,8/4/2016 1:09,1.63
40.1531667,-120.1905,8/4/2016 1:11,2.8
33.6381667,-116.7543333,8/4/2016 1:13,0.59
60.5546,-146.1277,8/4/2016 1:13,1.2
40.1357,-120.2233,8/4/2016 1:14,1.1
40.1397,-120.2159,8/4/2016 1:14,0.8
40.1335,-120.2175,8/4/2016 1:15,2.01
40.1349,-120.2095,8/4/2016 1:16,0.7
40.1373,-120.2169,8/4/2016 1:16,1
40.1355,-120.2091,8/4/2016 1:17,0.1
40.1273333,-120.2088333,8/4/2016 1:18,1.63
38.8263321,-122.8241653,8/4/2016 1:21,0.56
40.1385,-120.217,8/4/2016 1:21,0.9
40.1349,-120.2231,8/4/2016 1:21,0.7
40.135,-120.2132,8/4/2016 1:22,0.2
40.1341,-120.2109,8/4/2016 1:22,0.9
40.1258333,-120.227,8/4/2016 1:23,1.6
40.1421,-120.2195,8/4/2016 1:24,1
40.1351,-120.208,8/4/2016 1:25,0.4
40.1353,-120.2164,8/4/2016 1:26,0.7
40.1362,-120.2121,8/4/2016 1:27,0.7
40.1378,-120.2124,8/4/2016 1:28,0.8
59.8819,-153.1805,8/4/2016 1:28,2.1
40.1357,-120.2147,8/4/2016 1:28,0.6
63.2949,-151.2214,8/4/2016 1:29,0.7
40.136,-120.2137,8/4/2016 1:29,0.6
40.1372,-120.2119,8/4/2016 1:29,0.4
40.1344,-120.2116,8/4/2016 1:30,0.3
40.1393,-120.2149,8/4/2016 1:32,0.5
40.1397,-120.2204,8/4/2016 1:33,0.4
40.1358,-120.2067,8/4/2016 1:34,0.6
40.1429,-120.2201,8/4/2016 1:34,0.7
40.1356,-120.2039,8/4/2016 1:35,0.9
40.1369,-120.2136,8/4/2016 1:36,0.8
40.1361,-120.2205,8/4/2016 1:38,0.3
40.1381,-120.2207,8/4/2016 1:38,0.3
40.1352,-120.2133,8/4/2016 1:39,1
40.1373,-120.2184,8/4/2016 1:39,0.8
37.5831667,-118.862,8/4/2016 1:41,1.83
40.1358333,-120.2106667,8/4/2016 1:42,1.95
58.7579,-157.1253,8/4/2016 1:44,1.3
40.1533333,-120.2138333,8/4/2016 1:45,2.49
40.1445,-120.2319,8/4/2016 1:49,0.6
40.1258333,-120.2228333,8/4/2016 1:49,1.78
40.1375,-120.2118,8/4/2016 1:50,0.5
37.4136,-117.9229,8/4/2016 1:51,0.1
37.6663333,-122.5108333,8/4/2016 1:53,1.16
40.138,-120.2189,8/4/2016 1:53,0.3
51.2094,-177.7303,8/4/2016 1:54,3.5
11.0092,-86.5253,8/4/2016 1:57,4.8
40.1285,-120.2301667,8/4/2016 1:59,1.6
40.1381,-120.2187,8/4/2016 2:01,0.7
40.1359,-120.2119,8/4/2016 2:02,0.3
51.7732,178.3304,8/4/2016 2:06,2.3
40.1432,-120.2133,8/4/2016 2:08,0.7
40.1382,-120.2083,8/4/2016 2:08,0.7
68.9017,-145.6415,8/4/2016 2:09,1.3
40.1371,-120.218,8/4/2016 2:10,0.6
40.1397,-120.2187,8/4/2016 2:11,1
38.0626667,-112.4836667,8/4/2016 2:11,1.23
51.963,-170.7836,8/4/2016 2:12,3.3
40.1248,-120.2092,8/4/2016 2:13,0.4
58.0176,-154.9193,8/4/2016 2:14,2.1
37.5838333,-118.8575,8/4/2016 2:20,0.09
40.1385,-120.2202,8/4/2016 2:21,0.6
63.1276,-150.4162,8/4/2016 2:22,0.5
51.3579,-177.0699,8/4/2016 2:22,2.5
40.1384,-120.2175,8/4/2016 2:23,0.3
63.3891,-145.0961,8/4/2016 2:25,0.7
40.1215,-120.2171667,8/4/2016 2:25,1.49
40.1458,-120.2217,8/4/2016 2:31,0.7
63.2596,-150.7429,8/4/2016 2:34,1.2
40.1359,-120.2125,8/4/2016 2:34,0.4
40.1479,-120.2162,8/4/2016 2:35,0.1
40.125,-120.2295,8/4/2016 2:36,1.53
61.4626,-140.5415,8/4/2016 2:37,1.5
40.1246667,-120.2245,8/4/2016 2:40,2.21
54.6743,-165.0466,8/4/2016 2:40,2
40.1447,-120.2206,8/4/2016 2:44,0.3
40.1383,-120.2202,8/4/2016 2:45,0.3
40.1384,-120.2089,8/4/2016 2:47,0.2
40.1391,-120.2228,8/4/2016 2:49,0.8
40.1347,-120.2149,8/4/2016 2:50,0.1
40.1383,-120.2161,8/4/2016 2:51,0.6
62.1476,-148.7366,8/4/2016 2:52,0.9
33.4741667,-116.4851667,8/4/2016 2:53,0.5
44.8248333,-111.4323333,8/4/2016 2:56,0.33
40.1385,-120.2172,8/4/2016 2:59,0.3
40.1365,-120.2212,8/4/2016 3:01,0.6
40.1372,-120.221,8/4/2016 3:03,0.4
40.1346,-120.2191,8/4/2016 3:11,0.7
40.1329,-120.2165,8/4/2016 3:13,0.2
34.2088333,-117.5545,8/4/2016 3:20,0.72
40.138,-120.2167,8/4/2016 3:23,0.3
63.1206,-150.7818,8/4/2016 3:27,1.3
40.1454,-120.2205,8/4/2016 3:29,0.6
35.7287,-117.0437,8/4/2016 3:29,0.1
40.1381,-120.2075,8/4/2016 3:30,0.2
62.8314,-150.5752,8/4/2016 3:31,1.1
40.1403,-120.2111,8/4/2016 3:31,0.4
40.1395,-120.2191,8/4/2016 3:33,0.5
40.1334,-120.2117,8/4/2016 3:35,0.3
40.1466,-120.2183,8/4/2016 3:38,0.1
33.768,-115.9106667,8/4/2016 3:38,1.09
44.7511667,-111.7465,8/4/2016 3:39,1.08
40.1378,-120.2204,8/4/2016 3:42,0.2
40.1405,-120.2229,8/4/2016 3:49,0.5
37.5898333,-119.0015,8/4/2016 3:50,0.22
33.2431667,-116.7955,8/4/2016 3:59,0.55
62.8771,-143.679,8/4/2016 4:01,0.7
40.1575,-120.2146,8/4/2016 4:06,0.3
19.2026667,-155.4688333,8/4/2016 4:07,1.86
62.8739,-151.3024,8/4/2016 4:11,1.5
40.1532,-120.2271,8/4/2016 4:12,0.5
40.1557,-120.2117,8/4/2016 4:21,0.2
38.8408318,-122.8266678,8/4/2016 4:24,0.57
38.8409996,-122.8271637,8/4/2016 4:25,1.08
40.1346,-120.214,8/4/2016 4:28,0.7
40.1385,-120.2199,8/4/2016 4:30,0.1
37.5955,-118.8645,8/4/2016 4:31,0.1
40.1461,-120.2205,8/4/2016 4:33,0.9
59.5702,-153.264,8/4/2016 4:34,1.9
40.1447,-120.2184,8/4/2016 4:34,0.1
40.1423,-120.211,8/4/2016 4:48,0.3
63.1559,-150.6281,8/4/2016 4:48,1.2
40.1381,-120.2204,8/4/2016 4:52,0.8
41.546,-122.2926667,8/4/2016 4:55,1.24
-4.2551,143.4332,8/4/2016 5:01,5.2
34.225,-117.4558333,8/4/2016 5:05,2.32
40.134,-120.225,8/4/2016 5:10,1.75
40.1254,-120.215,8/4/2016 5:12,1
37.6016667,-118.8106667,8/4/2016 5:12,0.84
40.1545,-121.2973333,8/4/2016 5:13,1.18
35.6841667,-121.1273333,8/4/2016 5:14,0.81
40.1409,-120.2109,8/4/2016 5:23,0.6
19.2968,-67.0231,8/4/2016 5:31,3.1
38.8028336,-122.7376633,8/4/2016 5:34,0.53
38.0538333,-118.9323333,8/4/2016 5:34,1.37
40.1394,-120.2194,8/4/2016 5:37,0.3
40.6653,-119.4618,8/4/2016 5:41,0.7
38.8160019,-122.8160019,8/4/2016 5:45,0.89
40.1231,-120.2141,8/4/2016 5:46,0.6
40.1307,-120.2155,8/4/2016 5:51,0.9
17.8556,-67.116,8/4/2016 5:55,1.7
40.1333,-120.2154,8/4/2016 5:57,0.6
37.9988,-118.1273,8/4/2016 6:00,1
60.383,-152.9368,8/4/2016 6:05,2
59.1505,-150.9599,8/4/2016 6:10,2.7
18.9062,-64.3936,8/4/2016 6:13,2.2
40.1516667,-120.2126667,8/4/2016 6:13,3.31
63.1975,-150.8486,8/4/2016 6:16,0.8
40.1445,-120.2121,8/4/2016 6:22,0.3
33.3946667,-116.4323333,8/4/2016 6:22,0.53
33.395,-116.4321667,8/4/2016 6:23,0.82
40.1337,-120.2164,8/4/2016 6:24,0.3
51.4129,-172.9868,8/4/2016 6:35,2.1
40.1295,-120.218,8/4/2016 6:36,1.45
40.1344,-120.2169,8/4/2016 6:38,0.4
66.0296,-153.632,8/4/2016 6:38,0.8
40.1365,-120.2068,8/4/2016 6:39,0.3
59.8192,-151.7698,8/4/2016 6:43,1.4
63.1675,-150.8493,8/4/2016 6:57,0.8
40.1404,-120.224,8/4/2016 6:58,1
40.1428,-120.2163,8/4/2016 7:03,0.4
18.0597,-68.5132,8/4/2016 7:06,3.4
32.2406667,-115.225,8/4/2016 7:08,3.17
40.9769,-119.0703,8/4/2016 7:15,1.5
33.6908333,-116.764,8/4/2016 7:15,0.49
60.9749,-146.6694,8/4/2016 7:18,0.9
34.0046667,-118.336,8/4/2016 7:25,1.5
33.9968333,-118.351,8/4/2016 7:27,1.11
40.1283333,-120.2206667,8/4/2016 7:30,1.82
44.809,-111.5438333,8/4/2016 7:31,0.32
65.7511,-151.697,8/4/2016 7:37,0.6
40.1323333,-120.2248333,8/4/2016 7:44,1.48
68.5148,-147.2668,8/4/2016 7:46,0.8
0.1821,126.285,8/4/2016 7:49,4.8
44.749,-110.66,8/4/2016 7:59,1.59
57.8355,-154.8599,8/4/2016 8:00,3.6
38.1601,-118.2173,8/4/2016 8:04,0.7
35.9655,-120.6246667,8/4/2016 8:18,0.34
40.1263,-120.2158,8/4/2016 8:21,0.8
38.8183327,-122.8126678,8/4/2016 8:25,0.55
40.2236667,-120.3278333,8/4/2016 8:29,1.52
40.1468,-120.2248,8/4/2016 8:31,0.5
53.7227,-164.0937,8/4/2016 8:40,2.2
40.1328,-120.2218,8/4/2016 8:42,0.9
40.1372,-120.2152,8/4/2016 8:43,0.1
38.8346667,-122.7658333,8/4/2016 8:43,0.3
59.9072,-140.6894,8/4/2016 8:47,1.1
34.5175,-118.1093333,8/4/2016 8:50,0.47
66.1328,-150.2822,8/4/2016 8:51,1
38.6666,-119.3817,8/4/2016 8:53,2.7
37.4003333,-118.3761667,8/4/2016 8:53,2.36
38.8170013,-122.8048325,8/4/2016 8:53,0.91
19.4261667,-155.618,8/4/2016 8:54,0.9
60.1696,-139.5047,8/4/2016 9:01,1.1
61.1207,-152.4507,8/4/2016 9:15,2.2
33.7681667,-115.912,8/4/2016 9:15,1.28
40.1326,-120.2236,8/4/2016 9:16,0.3
38.6751,-119.3747,8/4/2016 9:18,1
40.4622,-119.7,8/4/2016 9:21,1.5
33.768,-115.9173333,8/4/2016 9:30,0.86
40.1404,-120.2206,8/4/2016 9:35,0.3
40.1337,-120.2145,8/4/2016 9:36,0.6
33.7661667,-115.9101667,8/4/2016 9:39,1.26
33.7686667,-115.9128333,8/4/2016 9:39,1.21
37.587,-118.8416667,8/4/2016 9:39,0.05
53.2872,-166.0014,8/4/2016 9:46,1.4
38.2587,-118.7269,8/4/2016 10:00,0.3
60.3735,-138.4868,8/4/2016 10:07,0.8
40.1394,-120.2179,8/4/2016 10:09,0.6
61.6565,-151.6088,8/4/2016 10:13,1.7
33.8758333,-116.2046667,8/4/2016 10:14,0.84
-22.3942,-66.0814,8/4/2016 10:15,6.2
36.5748,-115.2594,8/4/2016 10:15,0.5
67.1656,-144.4631,8/4/2016 10:23,0.3
40.1556667,-120.2061667,8/4/2016 10:26,2.08
36.7658333,-121.45,8/4/2016 10:37,0.51
-3.0529,127.542,8/4/2016 10:48,4.5
61.7225,-147.741,8/4/2016 10:51,2.1
36.5781667,-121.1721667,8/4/2016 10:57,2.13
18.4348,145.7441,8/4/2016 11:06,4.4
61.2953,-152.4418,8/4/2016 11:06,0.8
38.2482,-118.7485,8/4/2016 11:07,0.9
20.0266667,-155.3671667,8/4/2016 11:11,1.74
62.167,-151.6705,8/4/2016 11:17,2.6
52.715,-166.6745,8/4/2016 11:29,1.7
40.136,-120.217,8/4/2016 11:32,0.2
38.7976685,-122.7334976,8/4/2016 11:36,1.14
38.8471667,-122.8501667,8/4/2016 11:39,1.11
38.6585,-118.7847,8/4/2016 11:40,0.6
38.8093333,-122.8276667,8/4/2016 11:40,0.6
38.8498333,-122.8516667,8/4/2016 11:41,0.22
40.1436,-120.2206,8/4/2016 11:41,0.1
38.2564,-118.7323,8/4/2016 11:41,0.7
63.9266,-148.636,8/4/2016 11:42,1.4
37.459,-121.7866667,8/4/2016 11:42,1.31
34.0156667,-118.3473333,8/4/2016 11:43,1.39
38.8501667,-122.8508333,8/4/2016 11:47,0.66
59.4726,-152.7611,8/4/2016 11:48,1.5
38.8523331,-122.807663,8/4/2016 11:53,1.06
40.1573333,-120.1926667,8/4/2016 11:55,2.05
38.8515015,-122.8515015,8/4/2016 11:58,0.89
52.6662,-166.613,8/4/2016 12:00,2.3
38.2598,-118.7452,8/4/2016 12:07,1
38.2602,-118.7249,8/4/2016 12:10,0.4
63.7099,-149.6248,8/4/2016 12:11,1.1
34.0685,-117.2498333,8/4/2016 12:13,0.71
62.4047,-151.2366,8/4/2016 12:20,1.1
37.5519,-117.8818,8/4/2016 12:23,2.2
24.9477,142.0074,8/4/2016 12:24,6.3
37.602,-118.8736667,8/4/2016 12:27,0.16
40.1389,-120.2196,8/4/2016 12:27,0.6
40.1345,-120.2085,8/4/2016 12:33,1.61
51.4142,-178.0918,8/4/2016 12:48,1.3
62.009,-152.1416,8/4/2016 13:01,1.6
40.152,-120.2141,8/4/2016 13:02,1.3
63.571,-150.6338,8/4/2016 13:02,1.6
37.3243333,-122.1036667,8/4/2016 13:15,1.54
40.1326,-120.211,8/4/2016 13:19,0.2
36.4379,70.598,8/4/2016 13:20,4.4
38.2557,-118.7389,8/4/2016 13:29,0.5
60.3794,-151.9016,8/4/2016 13:29,1.6
38.2514,-118.7249,8/4/2016 13:36,0.3
34.067,-117.2716667,8/4/2016 13:36,1.68
44.4805,-111.0578333,8/4/2016 14:00,0.93
61.256,-146.915,8/4/2016 14:04,1.2
38.2566,-118.7343,8/4/2016 14:04,0.4
44.4718333,-111.0643333,8/4/2016 14:13,0.94
40.1432,-120.2199,8/4/2016 14:19,0.2
33.3266667,-116.8483333,8/4/2016 14:21,1.93
63.1126,-151.5018,8/4/2016 14:28,0.8
38.2655,-118.7384,8/4/2016 14:30,0.5
40.1369,-120.2175,8/4/2016 14:35,0.3
60.1011,-151.3949,8/4/2016 14:39,1.2
40.1372,-120.2205,8/4/2016 14:44,0.3
40.1502,-120.2235,8/4/2016 14:49,0.8
38.8041667,-122.8158333,8/4/2016 15:00,1.22
63.1373,-150.5357,8/4/2016 15:00,1.2
37.5505,-117.8768,8/4/2016 15:00,1.4
38.2628,-118.7454,8/4/2016 15:14,0.9
63.3666,-151.4803,8/4/2016 15:24,1.8
64.8181,-149.1685,8/4/2016 15:26,0.9
33.5023333,-116.5306667,8/4/2016 15:45,1.25
33.7673333,-115.9065,8/4/2016 15:52,1.25
38.262,-118.7358,8/4/2016 15:53,0.5
38.5963333,-122.6206667,8/4/2016 15:58,1.74
64.1187,-148.709,8/4/2016 16:09,1.6
63.5307,-150.6719,8/4/2016 16:23,1.2
40.2948333,-121.3523333,8/4/2016 16:24,0.65
38.8330002,-122.8748322,8/4/2016 16:32,0.77
33.5016667,-116.5308333,8/4/2016 16:33,0.67
33.8798333,-116.8526667,8/4/2016 16:45,0.74
61.5794,-148.1326,8/4/2016 16:49,1
38.7983322,-122.8154984,8/4/2016 16:50,0.77
33.7698333,-115.9101667,8/4/2016 16:53,1.4
62.8733,-149.5232,8/4/2016 16:57,1.2
53.2867,-166.8479,8/4/2016 16:58,1.6
63.536,-152.4858,8/4/2016 16:58,0.7
35.9621667,-117.919,8/4/2016 17:00,1.11
49.4341667,-120.514,8/4/2016 17:01,1.96
61.5229,-146.4081,8/4/2016 17:02,1.3
37.5733333,-118.8631667,8/4/2016 17:10,1.54
37.5728333,-118.8603333,8/4/2016 17:10,0.77
37.6401667,-118.93,8/4/2016 17:12,0.66
63.0805,-149.6725,8/4/2016 17:22,1.2
33.765,-115.908,8/4/2016 17:29,1.22
33.7568333,-115.929,8/4/2016 17:29,1.26
33.7636667,-115.9123333,8/4/2016 17:30,1.4
33.766,-115.9108333,8/4/2016 17:31,1.53
38.7843,72.3745,8/4/2016 17:34,4.5
38.6991,72.3503,8/4/2016 17:36,4.4
59.8358,-152.9536,8/4/2016 17:51,1.9
38.7359,72.7329,8/4/2016 17:54,4.4
60.2808,-148.1912,8/4/2016 18:15,1.7
49.0878333,-122.2366667,8/4/2016 18:15,0.97
33.4963333,-116.9301667,8/4/2016 18:17,0.57
38.2622,-118.7383,8/4/2016 18:22,0.8
-55.7572,-26.823,8/4/2016 18:27,4.6
37.2893333,-121.623,8/4/2016 18:31,0.95
61.0078,-138.7017,8/4/2016 18:39,1
32.3976667,-115.2356667,8/4/2016 18:43,1.99
61.4702,-146.4359,8/4/2016 18:51,1.3
63.2504,-150.5087,8/4/2016 18:53,1.1
38.8128319,-122.8079987,8/4/2016 19:00,0.82
61.9472,-150.0608,8/4/2016 19:05,2.5
38.8076668,-122.7973328,8/4/2016 19:05,0.77
36.5496667,-121.0636667,8/4/2016 19:06,0.85
51.362,-177.0324,8/4/2016 19:12,1.3
33.0531667,-114.9711667,8/4/2016 19:13,1.49
38.2527,-118.6917,8/4/2016 19:16,0.5
38.2615,-118.7398,8/4/2016 19:20,0.4
64.9713,-147.3852,8/4/2016 19:25,1.4
58.1062,-154.7812,8/4/2016 19:34,2.9
40.1402,-120.2197,8/4/2016 19:35,0.9
44.7468333,-111.7471667,8/4/2016 19:38,1.18
37.5818333,-118.8635,8/4/2016 19:42,1.73
38.8748,72.3742,8/4/2016 19:42,4.7
37.606,-118.9761667,8/4/2016 19:50,0.22
63.2774,-151.1832,8/4/2016 19:53,1
6.0317,126.4562,8/4/2016 20:02,4.4
36.4682,-98.7508,8/4/2016 20:13,3.4
37.2801667,-121.6656667,8/4/2016 20:19,1.05
65.7328,-145.0301,8/4/2016 20:26,1
61.281,-147.7108,8/4/2016 20:30,1.8
40.1381,-120.2196,8/4/2016 20:57,1.1
18.6667,-64.324,8/4/2016 20:58,2
63.4667,-146.8679,8/4/2016 21:00,1.4
-18.6387,167.9488,8/4/2016 21:03,4.6
19.3405,-64.8703,8/4/2016 21:03,2.9
40.134,-120.2122,8/4/2016 21:07,0.5
39.5915,-111.41,8/4/2016 21:11,0.77
37.5831667,-118.8561667,8/4/2016 21:12,0.25
18.1424,-66.9077,8/4/2016 21:13,2.2
37.5466667,-118.8718333,8/4/2016 21:15,0.77
59.3375,-153.3164,8/4/2016 21:18,2.4
34.3301667,-117.5833333,8/4/2016 21:28,0.7
53.227,-167.174,8/4/2016 21:32,2
33.3531667,-116.243,8/4/2016 21:47,0.97
58.1886,-154.0942,8/4/2016 21:47,2.2
33.7683333,-115.9145,8/4/2016 21:52,1.12
33.7705,-115.9145,8/4/2016 21:52,1.68
33.7683333,-115.9128333,8/4/2016 21:52,1.18
33.7646667,-115.913,8/4/2016 21:54,1.43
35.6666667,-118.4663333,8/4/2016 21:56,1.43
33.352,-116.2418333,8/4/2016 22:02,0.65
40.1371,-120.2178,8/4/2016 22:05,1.1
40.1375,-120.2186,8/4/2016 22:06,0.2
61.281,-147.7108,8/4/2016 22:07,1.4
56.6778,-157.3849,8/4/2016 22:14,2.7
38.4958,-117.8546,8/4/2016 22:18,1.1
63.5479,-150.7848,8/4/2016 22:19,1
37.9986,-118.1192,8/4/2016 22:21,0.9
40.1339,-120.2169,8/4/2016 22:29,1.2
33.4723333,-116.4836667,8/4/2016 22:33,0.38
55.7346,-162.0136,8/4/2016 22:56,3
38.2571,-118.7488,8/4/2016 23:05,0.9
19.2948333,-155.384,8/4/2016 23:05,1.07
38.253,-118.7386,8/4/2016 23:28,1
44.4556667,-110.9576667,8/4/2016 23:30,0.59
43.3646,140.2206,8/4/2016 23:30,4.4
38.2572,-118.7167,8/4/2016 23:42,0.2
-8.1125,127.6288,8/4/2016 23:44,4.5
34.3145,-118.2941667,8/4/2016 23:50,1.08
37.5385,-118.8865,8/4/2016 23:50,0.31
39.4668333,-123.2783333,8/4/2016 23:53,1.79
38.79,-122.7275,8/4/2016 23:53,2.25
40.1333,-120.2167,8/4/2016 23:56,0.3
40.1405,-120.223,8/4/2016 23:57,0.3
38.2564,-118.7602,8/5/2016 0:06,0.8
40.1452,-120.2803,8/5/2016 0:12,0.2
37.6341667,-119.0388333,8/5/2016 0:20,0.38
39.5075,73.5372,8/5/2016 0:34,4.4
38.2726,-118.7236,8/5/2016 0:45,0.4
38.251,-118.7344,8/5/2016 0:49,0.6
38.2699,-118.7197,8/5/2016 0:53,0.3
38.2513,-118.7584,8/5/2016 0:54,0.3
38.0021,-118.1269,8/5/2016 0:56,1.4
38.2566,-118.7451,8/5/2016 0:58,0.4
40.1375,-120.2044,8/5/2016 1:12,0.1
